Driver,Time,GapToLeader
10,0 days 03:58:12.688000,81.864
10,0 days 03:58:16.843000,82.051
10,0 days 03:58:25.968000,82.447
10,0 days 03:58:25.981000,82.447
10,0 days 03:58:27.760000,82.484
10,0 days 03:58:29.388000,82.498
10,0 days 03:58:34.132000,82.556
10,0 days 03:58:36.483000,82.58
10,0 days 03:58:40.048000,82.507
10,0 days 03:58:44.380000,82.203
10,0 days 03:58:48.211000,82.331
10,0 days 03:58:52.286000,82.23
10,0 days 03:58:59.897000,82.013
10,0 days 03:59:04.546000,82.082
10,0 days 03:59:08.084000,82.195
10,0 days 03:59:11.693000,82.186
10,0 days 03:59:17.927000,82.199
10,0 days 03:59:22.412000,82.394
10,0 days 03:59:28.962000,82.45
10,0 days 03:59:33.489000,82.596
10,0 days 03:59:36.648000,82.648
10,0 days 03:59:39.177000,82.686
10,0 days 03:59:43.404000,82.812
10,0 days 03:59:49.902000,82.826
10,0 days 03:59:53.595000,82.856
10,0 days 03:59:56.600000,82.881
10,0 days 04:00:01.526000,82.906
10,0 days 04:00:05.544000,83.017
10,0 days 04:00:14.191000,82.891
10,0 days 04:00:15.941000,82.887
10,0 days 04:00:17.581000,82.893
10,0 days 04:00:22.251000,82.931
10,0 days 04:00:24.627000,82.962
10,0 days 04:00:28.152000,82.92
10,0 days 04:00:32.559000,82.683
10,0 days 04:00:36.335000,82.739
10,0 days 04:00:40.464000,82.711
10,0 days 04:00:48.144000,82.663
10,0 days 04:00:53.062000,82.931
10,0 days 04:00:56.523000,83.015
10,0 days 04:01:00.310000,83.183
10,0 days 04:01:06.747000,83.333
10,0 days 04:01:11.200000,83.487
10,0 days 04:01:17.808000,83.541
10,0 days 04:01:22.322000,83.567
10,0 days 04:01:25.441000,83.575
10,0 days 04:01:27.921000,83.582
10,0 days 04:01:32.172000,83.733
10,0 days 04:01:38.998000,83.97
10,0 days 04:01:42.612000,83.96
10,0 days 04:01:45.525000,83.942
10,0 days 04:01:50.698000,84.189
10,0 days 04:01:54.893000,84.488
10,0 days 04:02:03.822000,84.511
10,0 days 04:02:05.586000,84.561
10,0 days 04:02:07.301000,84.591
10,0 days 04:02:11.987000,84.666
10,0 days 04:02:14.346000,84.707
10,0 days 04:02:18.038000,84.848
10,0 days 04:02:22.464000,84.606
10,0 days 04:02:26.360000,84.779
10,0 days 04:02:30.620000,84.824
10,0 days 04:02:38.593000,84.977
10,0 days 04:02:43.841000,85.507
10,0 days 04:02:47.395000,85.64
10,0 days 04:02:51.240000,85.816
10,0 days 04:02:57.594000,85.903
10,0 days 04:03:02.140000,86.09
10,0 days 04:03:08.853000,86.289
10,0 days 04:03:13.463000,86.46
10,0 days 04:03:16.577000,86.506
10,0 days 04:03:19.136000,86.532
10,0 days 04:03:23.272000,86.568
10,0 days 04:03:29.952000,86.703
