Driver,Time,GapToLeader
1,0 days 01:44:12.112000,49.243
1,0 days 01:44:17.418000,49.238
1,0 days 01:44:22.920000,49.438
1,0 days 01:44:29.839000,49.497
1,0 days 01:44:34.497000,49.522
1,0 days 01:44:41.526000,49.662
1,0 days 01:44:44.690000,49.652
1,0 days 01:44:48.676000,49.573
1,0 days 01:44:49.731000,49.529
1,0 days 01:44:52.245000,49.417
1,0 days 01:44:54.577000,49.331
1,0 days 01:44:56.654000,49.375
1,0 days 01:45:01.323000,49.48
1,0 days 01:45:03.527000,49.546
1,0 days 01:45:06.566000,49.551
1,0 days 01:45:09.319000,49.52
1,0 days 01:45:11.331000,49.467
1,0 days 01:45:17.588000,49.542
1,0 days 01:45:21.576000,49.554
1,0 days 01:45:23.573000,49.518
1,0 days 01:45:28.549000,49.644
1,0 days 01:45:33.765000,49.639
1,0 days 01:45:39.228000,49.792
1,0 days 01:45:46.052000,49.777
1,0 days 01:45:50.694000,49.743
1,0 days 01:45:57.771000,49.9
1,0 days 01:46:00.966000,49.915
1,0 days 01:46:04.975000,49.849
1,0 days 01:46:06.055000,49.808
1,0 days 01:46:08.531000,49.709
1,0 days 01:46:10.828000,49.615
1,0 days 01:46:12.834000,49.596
1,0 days 01:46:17.042000,49.729
1,0 days 01:46:19.876000,49.851
1,0 days 01:46:22.815000,49.861
1,0 days 01:46:25.524000,49.819
1,0 days 01:46:27.603000,49.76
1,0 days 01:46:33.959000,49.986
1,0 days 01:46:37.989000,50.031
1,0 days 01:46:39.957000,50.012
1,0 days 01:46:44.976000,50.184
1,0 days 01:46:50.231000,50.196
1,0 days 01:46:55.725000,50.393
1,0 days 01:47:02.633000,50.381
1,0 days 01:47:07.331000,50.411
1,0 days 01:47:14.482000,50.615
1,0 days 01:47:17.692000,50.606
1,0 days 01:47:21.664000,50.494
1,0 days 01:47:22.698000,50.425
1,0 days 01:47:25.087000,50.21
1,0 days 01:47:27.287000,49.99
1,0 days 01:47:29.308000,49.98
1,0 days 01:47:33.546000,50.203
1,0 days 01:47:36.316000,50.327
1,0 days 01:47:39.331000,50.385
1,0 days 01:47:42.007000,50.302
1,0 days 01:47:43.949000,50.157
1,0 days 01:47:50.527000,50.466
1,0 days 01:47:54.511000,50.479
1,0 days 01:47:56.428000,50.442
1,0 days 01:48:01.524000,50.643
1,0 days 01:48:06.892000,50.759
1,0 days 01:48:12.399000,50.987
1,0 days 01:48:19.540000,51.164
1,0 days 01:48:24.215000,51.222
1,0 days 01:48:31.583000,51.539
1,0 days 01:48:34.782000,51.483
1,0 days 01:48:38.635000,51.286
1,0 days 01:48:39.938000,51.215
1,0 days 01:48:42.037000,51.215
1,0 days 01:48:42.054000,51.012
1,0 days 01:48:44.273000,50.806
1,0 days 01:48:46.320000,50.831
1,0 days 01:48:50.500000,50.973
1,0 days 01:48:53.231000,51.065
1,0 days 01:48:56.185000,51.057
1,0 days 01:48:58.866000,50.978
1,0 days 01:49:00.892000,50.853
1,0 days 01:49:07.171000,50.918
1,0 days 01:49:11.159000,50.924
1,0 days 01:49:13.037000,50.864
